Card Title,Property Type,Location,Price_numeric,Area_sqft,Bedrooms,Bathrooms,Parking Spaces,Floors,Year,Furnished,Servant Quarters,Dining Room,Kitchens,Study Room,Prayer Room,Gym,Store Rooms,Lounge or Sitting Room,Laundry Room,Community Lawn or Garden,Community Gym,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Security Staff,Kids Play Area,Community Swimming Pool,Mosque
"2 Kanal Full Basement Facing 100ft Road Bungalow With Swimming Pool, Home Theater",House,"DHA Phase 6, DHA Defence",290000000.0,10890.0,6.0,7.0,4.0,3.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Near To Park Modern Design Lavish House For Sale,House,"DHA 9 Town, DHA Defence",21300000.0,1361.25,3.0,4.0,1.0,1.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Barnd Now 10 Marla With Basement 8kw Solar Modern Design House For Sale In Lake City Lahore,House,"Lake City - Sector M-2A, Lake City",57000000.0,2722.5,5.0,6.0,,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-Marla Spanish Design House For Sale At Super Hot Location Near Jalal Sons,House,"DHA Phase 5, DHA Defence",57500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Used Used Well Maintained House Available For Sale,House,"Paragon City - Orchard 1 Block, Paragon City",39500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
DHA Phase 6 Ultra Top Notch 1 Kanal Brand New Luxury Bungalow | Swimming Pool | Hot Location | 100% Original Deal,House,"DHA Phase 6 - Block J, DHA Phase 6",91000000.0,5445.0,5.0,6.0,5.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Kanal Used Modern Design Most Beautiful Basement House For Sale At Prime Location Of Dha Lahore Near To Park Masjid & Commercial Market .,House,"DHA Phase 1 - Block M, DHA Phase 1",135000000.0,10890.0,6.0,7.0,6.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 MARLA BRAND NEW STYLISH MODERN HOUSE SALE NEAR TO PARK,House,"DHA 9 Town, DHA Defence",20500000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Reasonable Deal Modern House Straight Elevation For Sale In Phase 7,House,"DHA Phase 7, DHA Defence",71500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
33-Marla Used House with 18 Kv Solar For Sale At Prime Location Near Dolmen Mall Imtiaz Store Jalal Sons Park Masjid,House,"DHA Phase 5, DHA Defence",140000000.0,8712.0,6.0,7.0,5.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Prime Location 4 Marla House In Only Rs. 15500000,House,"IEP Engineers Town, Lahore",15500000.0,1089.0,3.0,4.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Highly-Desirable Prime Location 5 Marla House Available In Park View City - Crystal Block,House,"Park View City - Crystal Block, Park View City",17500000.0,1361.25,4.0,5.0,1.0,,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Fully Furnished 1 Kanal Adorable Bungalow On Top Location For Sale in DHA Phase 7 Lahore,House,"DHA Phase 7, DHA Defence",70000000.0,5445.0,5.0,6.0,,,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Modern Elevation Owner Build 10 Marla House For Sale,House,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",38500000.0,2722.5,5.0,6.0,3.0,2.0,2025.0,No,12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Double Story House Available On Easy Insatallments In Lahore Motorway City,House,"Lahore Motorway City, Lahore",11000000.0,1361.25,3.0,3.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Park Facing & On 45ft Wide Road 10 Marla Brand New House For Sale In M-2A Lake City Raiwind Road Lahore,House,"Lake City - Sector M-2A, Lake City",57000000.0,2722.5,6.0,7.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7 Marla Brand New House For Sale In Lake City - Sector M7C-3 Raiwind Road Lahore,House,"Lake City - Sector M7 - Block C3, Lake City - Sector M-7",29000000.0,1905.75,3.0,4.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 MARLA WELL MAINTAINED HOUSE FOR SALE,House,"Wapda Town Phase 1 - Block K2, Wapda Town Phase 1",38000000.0,2722.5,5.0,6.0,2.0,3.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 MARAL BRAND NEW HOUSE GAS AVAILABLE FOR SALE,House,"Johar Town Phase 2 - Block J, Johar Town Phase 2",26000000.0,1361.25,6.0,7.0,1.0,3.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Bed Apartment For Sale In Gulberg III Lahore,Flat,"Gulberg 3 - Block L, Gulberg 3",33000000.0,1415.7,2.0,3.0,,,2025.0,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12 Marla Full Besemant Luxury Corner House For Sale In Lake City Meadows Ex State Life Good Location,House,"Lake City Meadows Phase 1, Lake City Meadows",55000000.0,3267.0,6.0,6.0,3.0,3.0,2025.0,No,Yes,Yes,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal House 1 Kanal Lawn Fully Furnished Luxury Bungalow for Sale,House,"DHA Phase 7, DHA Defence",310000000.0,10890.0,5.0,6.0,4.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"2 Kanal Full Basement Facing 100ft Road Bungalow With Swimming Pool, Home Theater",House,"DHA Phase 6, DHA Defence",290000000.0,10890.0,6.0,7.0,4.0,3.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Near To Park Modern Design Lavish House For Sale,House,"DHA 9 Town, DHA Defence",21300000.0,1361.25,3.0,4.0,1.0,1.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Barnd Now 10 Marla With Basement 8kw Solar Modern Design House For Sale In Lake City Lahore,House,"Lake City - Sector M-2A, Lake City",57000000.0,2722.5,5.0,6.0,,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-Marla Spanish Design House For Sale At Super Hot Location Near Jalal Sons,House,"DHA Phase 5, DHA Defence",57500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Used Used Well Maintained House Available For Sale,House,"Paragon City - Orchard 1 Block, Paragon City",39500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Near To Mosque & On 45 Feet Wide Road 5 Marla Renovated House For Sale In Lake City Raiwind Road Lahore,House,"Lake City, Raiwind Road",19000000.0,1361.25,3.0,4.0,,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Prime Location & Near To Ring Road 10 Marla Brand New House For Sale In Lake City Raiwind Road Lahore,House,"Lake City, Raiwind Road",70500000.0,5445.0,7.0,7.0,,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Exquisite 2 Kanal Faisal Rasul Signature Design Bungalow In Phase 6 With Full Basement, Pool, And Home Theater Near Raya Fairways For Sale",House,"DHA Phase 6, DHA Defence",520000000.0,10890.0,7.0,8.0,6.0,3.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Years Easy Instalment Plan 5 Marla Brand New House For Sale In Park View City Lahore.,House,"Park View City, Lahore",17000000.0,1361.25,4.0,4.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Full Basement Fully Furnished With Swimming Pool And All Luxury Amenities Brand New 1 Kanal Bungalow Is Available In The Best Block Of DHA Lahore.,House,"DHA Phase 8 - Block W, DHA Phase 8",229000000.0,5445.0,5.0,5.0,,3.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Brand New 1-Kanal Masterfully Designed Bungalow In DHA Phase 7 Block Q With 5 Ensuite Bedrooms, Designer Finishes, Wide Green Lawn, Modern Kitchen, Servant Quarter & Direct Access To The 150 Ft Road Perfect Home, Perfect Location",House,"DHA Phase 7 - Block Q, DHA Phase 7",72500000.0,5445.0,6.0,6.0,4.0,2.0,2025.0,No,2,Yes,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
NEAR TO CARREFOUR 01 KANAL PROPER DOUBLE UNIT SPLENDID LUXURY HOUSE FOR SALE,House,"DHA Phase 7 - Block T, DHA Phase 7",66500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"1.7 Kanal (34 Marla) Corner House M1 Block, Lake City | Elite Lifestyle Awaits You",House,"Lake City - Sector M-1, Lake City",140000000.0,9256.5,4.0,6.0,4.0,2.0,2025.0,No,No,Yes,02,No,No,No,02,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Double Storey House For Sale In Lahore Motorway City,House,"Lahore Motorway City, Lahore",7525000.0,1361.25,3.0,31.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Marla House For Sale In Al-Ahmad Garden - Block C,House,"Al-Ahmad Garden - Block D, Al-Ahmad Garden Housing Scheme",10500000.0,816.75,3.0,2.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
A Great Choice For A 2 Marla House Available In Sabzazar Scheme,House,"Sabzazar Scheme, Lahore",7500000.0,544.5,3.0,3.0,,,2025.0,No,No,Yes,2,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No
Park Facing & On 45ft Wide Road 10 Marla Brand New House For Sale In M-2A Lake City Raiwind Road Lahore,House,"Lake City - Sector M-2A, Lake City",57000000.0,2722.5,6.0,7.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7 Marla Brand New House For Sale In Lake City - Sector M7C-3 Raiwind Road Lahore,House,"Lake City - Sector M7 - Block C3, Lake City - Sector M-7",29000000.0,1905.75,3.0,4.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom Apartment for Sale on MM Alam Road Lahore,Flat,"B45 Residential Apartments, MM Alam Road",18700000.0,626.175,2.0,2.0,,,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Ultra Modern Owner Built Banglow For Sale Near Park and Commercial Market,House,"DHA Phase 7, DHA Defence",45000000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,No,1,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Ultra Luxury 1 Kanal Designer Bungalow For Sale Near Carrefour And McDonalds,House,"DHA Phase 7 - Block U, DHA Phase 7",67500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Years Installments Plan 10 Marla Brand New House For Sale In Park View City,House,"Park View City, Lahore",31500000.0,2722.5,5.0,6.0,5.0,2.0,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
ONE KANAL MODERN DESIGNE ELEGANT BUNGALOW FOR SALE AT MAIN LOCATION DHA PHASE7,House,"DHA Phase 7, DHA Defence",71500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"A Brand New Elegant Modern Bungalow, Near Macdonalds For Sale",House,"DHA Phase 7, DHA Defence",87000000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Decent Ultra Modern House For At Very Reasonable Price In DHA Lahore,House,"DHA Phase 6, DHA Defence",97500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal House 1 Kanal Lawn Fully Furnished Luxury Bungalow for Sale,House,"DHA Phase 7, DHA Defence",310000000.0,10890.0,5.0,6.0,4.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"2 Kanal Full Basement Facing 100ft Road Bungalow With Swimming Pool, Home Theater",House,"DHA Phase 6, DHA Defence",290000000.0,10890.0,6.0,7.0,4.0,3.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Near To Park Modern Design Lavish House For Sale,House,"DHA 9 Town, DHA Defence",21300000.0,1361.25,3.0,4.0,1.0,1.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Barnd Now 10 Marla With Basement 8kw Solar Modern Design House For Sale In Lake City Lahore,House,"Lake City - Sector M-2A, Lake City",57000000.0,2722.5,5.0,6.0,,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Brand New House For Sale In Lake City Raiwind Road Lahore,House,"Lake City, Raiwind Road",27000000.0,1361.25,4.0,5.0,,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Exclusive 1 Kanal Modern Masterpiece | Full Basement | Swimming Pool | Prime DHA Phase 7,House,"DHA Phase 7, DHA Defence",85500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
FULLY FURNISHED Slightly Use ONE KANAL MODERN HOUSE FOR SALE NEAR CARREFOUR,House,"DHA Phase 7 - Block U, DHA Phase 7",74500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"10 Marla Residential House For Sale In Sector C, Nearby Commercial Marker, School, Mosque and Health Care Canter",House,"Bahria Town - Sector C, Bahria Town",28000000.0,2722.5,5.0,6.0,,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Brand New Designer House In DHA 9 Town,House,"DHA 9 Town - Block B, DHA 9 Town",29000000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,No,1,No,2,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Askari 10 Sector S 15 Marla Brigadier House Ideal Location Facing Green Belt Brand New,House,"Askari 10 - Sector S, Askari 10",93500000.0,4083.75,5.0,6.0,,,2025.0,Yes,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Farm House For Sale | Furnished Farm House | Rachna Block | Chanar Bhag | Lahore,House,"Chinar Bagh - Rachna Block, Chinar Bagh",27500000.0,5445.0,1.0,1.0,,,2025.0,Yes,1,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Slightly Used House,House,"Central Park - Block C, Central Park Housing Scheme",29000000.0,2722.5,5.0,7.0,3.0,3.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Owner Needy 1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,House,"DHA Phase 7 - Block U, DHA Phase 7",72500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal House For sale In DHA Phase 8 - Block W,House,"DHA Phase 8 - Block W, DHA Phase 8",165000000.0,5445.0,5.0,6.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal With Basement Modern Beautiful Design Bungalow For Sale At Prime Location,House,"DHA Phase 6 - Block B, DHA Phase 6",84500000.0,5445.0,6.0,5.0,4.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Near Dolmen Mall 1 Kanal Swimming Pool Full Basement Full Furnished Modern Design Bungalow For Sale At Prime Location,House,"DHA Phase 6 - Block B, DHA Phase 6",85000000.0,5445.0,5.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Well-Maintained Double Storey House On Bedian Road Direct From Owner,House,"Bedian Road, Lahore",6500000.0,816.75,3.0,4.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Brand New House For Sale In Lake City Sector M2,House,"Lake City, Raiwind Road",89500000.0,5445.0,,,,,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Brand New House For Sale In Lake City Sector M7b,House,"Lake City, Raiwind Road",27000000.0,1361.25,,,,,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Brand New House for Sale In Lake City Sector M7 C1,House,"Lake City, Raiwind Road",26500000.0,1361.25,6.0,,,,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal House 1 Kanal Lawn Fully Furnished Luxury Bungalow for Sale,House,"DHA Phase 7, DHA Defence",310000000.0,10890.0,5.0,6.0,4.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"2 Kanal Full Basement Facing 100ft Road Bungalow With Swimming Pool, Home Theater",House,"DHA Phase 6, DHA Defence",290000000.0,10890.0,6.0,7.0,4.0,3.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Near To Park Modern Design Lavish House For Sale,House,"DHA 9 Town, DHA Defence",21300000.0,1361.25,3.0,4.0,1.0,1.0,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Barnd Now 10 Marla With Basement 8kw Solar Modern Design House For Sale In Lake City Lahore,House,"Lake City - Sector M-2A, Lake City",57000000.0,2722.5,5.0,6.0,,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-Marla Spanish Design House For Sale At Super Hot Location Near Jalal Sons,House,"DHA Phase 5, DHA Defence",57500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Used Used Well Maintained House Available For Sale,House,"Paragon City - Orchard 1 Block, Paragon City",39500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Near To Mosque & On 45 Feet Wide Road 5 Marla Renovated House For Sale In Lake City Raiwind Road Lahore,House,"Lake City, Raiwind Road",19000000.0,1361.25,3.0,4.0,,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Prime Location & Near To Ring Road 10 Marla Brand New House For Sale In Lake City Raiwind Road Lahore,House,"Lake City, Raiwind Road",70500000.0,5445.0,7.0,7.0,,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Charming 5 Marla House Available For Sale A Perfect Opportunity,House,"Lake City - Sector M7 - Block B, Lake City - Sector M-7",23500000.0,1361.25,5.0,5.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Brand New House For Sale In Lake City - Sector M-7 - Raiwind Road Lahore,House,"Lake City, Raiwind Road",22500000.0,1361.25,3.0,4.0,,2.0,2025.0,No,Yes,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Luxury Brand New House In Lake City Ready To Move,House,"Lake City, Raiwind Road",24000000.0,1361.25,5.0,6.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla House For Sale In Sector C Chambelli Block Bahria Town Lahore,House,"Bahria Town - Chambelli Block, Bahria Town - Sector C",28500000.0,2722.5,5.0,6.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Brand New House Available For Sale In Lake City,House,"Lake City, Raiwind Road",21000000.0,1361.25,4.0,5.0,,2.0,2025.0,No,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
675 SQUARE FEET ONE BED NON FURNISHED APARTMENT FOR SALE IN SECTOR C BAHRIA TOWN LAHORE,Flat,"Bahria Town - Sector C, Bahria Town",6000000.0,816.75,1.0,1.0,,,2025.0,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 BED STUDIO APARTMENT IS AVAILABLE FOR SALE IN GVR PHASE 1 BAHRIA TOWN LAHORE,Flat,"Golf View Residencia - Phase 1, Golf View Residencia",3704999.9999999995,299.475,1.0,1.0,,,2025.0,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8 Marla grey structure for sale ( Double Story) Block C Nearest to Gate no 6 Back side open 2 gates 2 green belts Bahria orchard,House,"Bahria Orchard Phase 2, Bahria Orchard",16000000.0,2178.0,5.0,6.0,,2.0,2025.0,No,1,Yes,2,Yes,No,No,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
2 BED APARTMENT FOR SALE IN GVR PHASE 1 BAHRIA TOWN LAHORE FACING RING ROAD,Flat,"Golf View Residencia, Bahria Town",12400000.0,843.975,2.0,2.0,,,2025.0,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 BED APARTMENT IS AVAILABLE FOR SALE IN GVR PHASE 1 BAHRIA TOWN LAHORE,Flat,"Golf View Residencia, Bahria Town",16700000.0,1361.25,2.0,2.0,,,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Brand New House Available For Sale In Lake City Sector M-7B,House,"Lake City - Sector M-7, Lake City",25000000.0,1361.25,3.0,3.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"1 Bedroom Furnished Apartment for Sale in 18 Green Raya, DHA Phase 6 Tower C, Facing Main Boulevard",Flat,"Defence Raya, DHA Defence",42500000.0,1170.675,2.0,2.0,1.0,,2025.0,No,No,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Kanal House For Sale At Prime Location Of Dha Phase 2,House,"DHA Phase 2 - Block R, DHA Phase 2",137500000.0,10890.0,2.0,2.0,1.0,2.0,2025.0,Yes,No,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
230 Square Feet Studio Apartment On 4 Years Installment Plan In Al Kabir Town Phase 2 Lahore,Flat,"Al-Kabir Town - Phase 2, Al-Kabir Town",3220000.0000000005,272.25,,,,,2025.0,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Slightly Used House For Sale In Lake City Sector M2a,House,"Lake City, Raiwind Road",48500000.0,2722.5,,,,,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Marla Brand New House For Sale in Al Kabir Town Phase 2 Lahore,House,"Al-Kabir Town - Phase 2, Al-Kabir Town",11500000.0,816.75,,,,,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Corner House With 7 Marla Lawn Super Location For Sale In Bahria Town Lahore,House,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",36500000.0,4628.25,5.0,5.0,3.0,2.0,2025.0,No,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Prime Location & Near To Ring Road 10 Marla Brand New House For Sale In Lake City Raiwind Road Lahore,House,"Lake City, Raiwind Road",70500000.0,5445.0,7.0,7.0,,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Near To Park Brand New House For Sale In Sector M-1 Lake City Raiwind Road Lahore,House,"Lake City, Raiwind Road",65000000.0,5445.0,6.0,6.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Near To Park 1 Kanal Brand New House For Sale In Sector M-3 Lake City Raiwind Road Lahore,House,"Lake City, Raiwind Road",95000000.0,5445.0,6.0,7.0,,2.0,2025.0,No,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Discover Luxury Living In This Meticulously Designed 2 Kanal House In DHA Phase 7, Near RAYA Fairways, Solid Build, Hot Location.",House,"DHA Phase 7, DHA Defence",119900000.0,10890.0,7.0,8.0,6.0,3.0,2025.0,Yes,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Elegant 2 Kanal Home A Perfect Blend Of Luxury And Comfort, Near DOLMEN MALL, Top Location, Facing Park, Solid Build, In DHA Phase 6 At Reasonable Price",House,"DHA Phase 6, DHA Defence",137500000.0,10890.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"100% Original Ad A Perfect Blend Of Luxury And Comfort, Near DOLMEN MALL, Top Location, Facing Park, Solid Build, In DHA Phase 6 At Reasonable Price",House,"DHA Phase 6, DHA Defence",89500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Fully Furnished 1 Kanal House In DHA Phase 7, Near RAYA Fairways, Solid Build, Hot Location.",House,"DHA Phase 7, DHA Defence",74500000.0,5445.0,6.0,7.0,4.0,2.0,2025.0,Yes,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"100% Original Deal 1 Kanal Ultra Luxury Bungalow With Swimming Pool, Furniture &Amp; Solar DHA Phase 6",House,"DHA Phase 6, DHA Defence",82500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
